An,Judet PJ,Localitate PJ,Cod SIRUTA PJ,Mediu loc. PJ,cod_siiir_pj,Denumire PJ,Localitate unitate,Cod SIRUTA unitate,Mediu loc. unitate,Cod SIRUES,Cod SIIIR unitate,Denumire scurta unitate,Denumire lunga unitate,Tip unitate,Statut unitate,Cod fiscal,Mod functionare,Forma finantare,Forma proprietate,Strada,Numar,Cod postal,Telefon,Fax,Email,numar_elevi,limba_de_predare,nivel_invatamant,numar_subunitati,nr_rural,nr_urban
2024-2025,PH,Ploiești,130543,Urban,2961103044,"Școala Gimnazială ""Radu Stanian"", Municipiul Ploiești",Ploiești,130543,Urban,635661,2961103044,"Scoala Gim ""Radu Stanian"" Ploiesti","Școala Gimnazială ""Radu Stanian"", Municipiul Ploiești",Unitate de Învățământ,Pj,29168798,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Bobâlna,76,100330.0,244525865.0,244525865.0,Scoalaradustanian@Gmail.Com,491.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,0.0,21.0
2024-2025,PH,Ploiești,130543,Urban,2961107012,"Școala Gimnazială ""Rareș Vodă"", Municipiul Ploiești",Ploiești,130543,Urban,635738,2961107012,"Scoala Gim ""Rares Voda"" Ploiesti","Școala Gimnazială ""Rareș Vodă"", Municipiul Ploiești",Unitate de Învățământ,Pj,29168607,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Vornicul Boldur,3,100574.0,244575021.0,244575021.0,Scraresvoda@Yahoo.Com,678.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",3.0,0.0,22.0
2024-2025,PH,Ploiești,130543,Urban,2961101716,"Școala Gimnazială ""Sfânta Vineri"", Municipiul Ploiești",Ploiești,130543,Urban,635855,2961101716,"Scoala Gim ""Sfanta Vineri"" Pl","Școala Gimnazială ""Sfânta Vineri"", Municipiul Ploiești",Unitate de Învățământ,Pj,29170984,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Poștei,19,100162.0,244510162.0,244510162.0,Scoala_Sfvineri@Yahoo.Com,975.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",1.0,0.0,14.0
2024-2025,PH,Ploiești,130543,Urban,2961101811,"Școala Gimnazială ""Sfântul Vasile"", Municipiul Ploiești",Ploiești,130543,Urban,635788,2961101811,"Scoala Gim ""Sf.Vasile"" Ploiesti","Școala Gimnazială ""Sfântul Vasile"", Municipiul Ploiești",Unitate de Învățământ,Pj,29164800,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Republicii,145,100072.0,244595954.0,244595954.0,Ssploiesti@Yahoo.Com,1199.0,['Limba română'],"['Gimnazial', 'Primar']",1.0,0.0,9.0
2024-2025,PH,Ploiești,130543,Urban,2961107283,"Școala Gimnazială ""Toma Caragiu"", Municipiul Ploiești",Ploiești,130543,Urban,963692,2961107283,"Scoala Gim ""Toma Caragiu"" Ploiesti","Școala Gimnazială ""Toma Caragiu"", Municipiul Ploiești",Unitate de Învățământ,Pj,29169530,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Minerva,4,100001.0,244555460.0,244555460.0,Tomacaragiutop@Yahoo.Com,623.0,['Limba română'],"['Gimnazial', 'Primar']",1.0,0.0,18.0
2024-2025,PH,Ploiești,130543,Urban,2961202041,"Școala Gimnazială Internațională ""Spectrum"", Municipiul Ploiești",Ploiești,130543,Urban,290635829,2961202041,"Scoala ""Spectrum""","Școala Gimnazială Internațională ""Spectrum"", Municipiul Ploiești",Unitate de Învățământ,Pj,36868085,Un Schimb/Zi,Taxă,Privată,Înfrățirii,4,100212.0,244554404.0,244582520.0,Info@Ploiesti.Spectrum.Ro,232.0,['Limba română'],"['Gimnazial', 'Primar']",1.0,0.0,9.0
2024-2025,PH,Ploiești,130543,Urban,2961207557,"Școala Postliceală ""Fortuna"", Municipiul Ploiești",Ploiești,130543,Urban,292585212,2961207557,"Școala Postliceală ""Fortuna""","Școala Postliceală ""Fortuna"", Municipiul Ploiești",Unitate de Învățământ,Pj,31312789,Un Schimb/Zi,Taxă,Privată,Dr.Toma Ionescu,27,100170.0,344267599.0,344267599.0,Adufortuna2012@Yahoo.Com,338.0,['Limba română'],['Postliceal'],1.0,0.0,12.0
2024-2025,PH,Ploiești,130543,Urban,2961202213,"Școala Postliceală F.E.G., Municipiul Ploiești",Ploiești,130543,Urban,6873057,2961202213,Scoala Postliceala Feg Ploiesti,"Școala Postliceală F.E.G., Municipiul Ploiești",Unitate de Învățământ,Pj,10761688,Un Schimb/Zi,Taxă,Privată,Trotus,4,100372.0,788424318.0,788424318.0,Scoala_Feg@Yahoo.Com,190.0,['Limba română'],['Postliceal'],1.0,0.0,8.0
2024-2025,PH,Ploiești,130543,Urban,2961202335,"Școala Postliceală Sanitară ""Regina Maria de România"", Municipiul Ploiești",Ploiești,130543,Urban,6652051,2961202335,"Scoala Postlic. ""Regina Maria"" Ploiesti","Școala Postliceală Sanitară ""Regina Maria de România"", Municipiul Ploiești",Unitate de Învățământ,Pj,14666735,Un Schimb/Zi,Taxă,Privată,Vestului,22,100461.0,244582025.0,244582025.0,Reginamariascoala@Yahoo.Com,284.0,['Limba română'],['Postliceal'],1.0,0.0,6.0
2024-2025,PH,Ploiești,130543,Urban,2961201682,"Școala Postliceală Sanitară ""Sf. Vasile cel Mare"", Municipiul Ploiești",Ploiești,130543,Urban,296873021,2961201682,Sc Postlic Sanitara Sf.Vasile Ploiesti,"Școala Postliceală Sanitară ""Sf. Vasile cel Mare"", Municipiul Ploiești",Unitate de Învățământ,Pj,27485862,Două Schimburi/Zi,Taxă,Privată,București,39,100521.0,244574921.0,244574921.0,Fdusanitarploiesti@Gmail.Com,118.0,['Limba română'],['Postliceal'],1.0,0.0,3.0
2024-2025,PH,Ploiești,130543,Urban,2961207937,"Școala Primară ""Concordia"", Municipiul Ploiești",Ploiești,130543,Urban,,2961207937,Școala Concordia,"Școala Primară ""Concordia"", Municipiul Ploiești",Unitate de Învățământ,Pj,5221142,Un Schimb/Zi,Taxă,Privată,Șoseaua Centura de Vest,1A,100298.0,799770724.0,799770724.0,Scoala.Primara@Concordia.Org.Ro,98.0,['Limba română'],['Primar'],1.0,0.0,5.0
2024-2025,PH,Blejoi,130696,Rural,2961208002,"Grădinița cu Program Prelungit ""Seva"", Sat Ploieștiori, Comuna Blejoi",Ploieștiori,130696,Rural,,2961208002,"Gpp ""Seva"" Blejoi","Grădinița cu Program Prelungit ""Seva"", Sat Ploieștiori, Comuna Blejoi",Unitate de Învățământ,Pj,41534634,Program Prelungit,Taxă,Privată,"Dj 102 , Clădirea ,,Biroul Vânzări",Fn,10007.0,734554103.0,734554103.0,Contact@Sevaedu.Ro,44.0,['Limba română'],['Preșcolar'],1.0,3.0,0.0
2024-2025,PH,Plopeni,131452,Urban,2961101951,"Grădinița cu Program Normal Și Program Prelungit ""Frunza de Stejar"", Orașul Plopeni",Plopeni,131452,Urban,641206,2961101951,"Gpp ""Frunza de Stejar"" Plopeni","Grădinița cu Program Normal Și Program Prelungit ""Frunza de Stejar"", Orașul Plopeni",Unitate de Învățământ,Pj,29165406,Program Prelungit,Buget,Publică de Interes Național Și Local,Republicii,20C,105900.0,244220913.0,244220913.0,Cristinabaicanchirita@Gmail.Com,180.0,['Limba română'],['Preșcolar'],1.0,0.0,6.0
2024-2025,PH,Plopeni,131452,Urban,2961102798,"Liceul ""Carol I "", Orașul Plopeni",Plopeni,131452,Urban,636718,2961102798,"Liceul ""Carol I "" Plopeni","Liceul ""Carol I "", Orașul Plopeni",Unitate de Învățământ,Pj,2843710,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Republicii,25,105900.0,244220021.0,244220021.0,Liceulcarol.Plopeni@Gmail.Com,630.0,['Limba română'],"['Gimnazial', 'Liceal', 'Primar', 'Profesional']",1.0,0.0,22.0
2024-2025,PH,Plopeni,131452,Urban,2961102893,"Școala Profesională Specială, Orașul Plopeni",Plopeni,131452,Urban,6607408,2961102893,Scoala Profesionala Speciala Plopeni,"Școala Profesională Specială, Orașul Plopeni",Unitate de Învățământ,Pj,29055578,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Republicii,8-10,105900.0,244332310.0,244332310.0,Samplopeni@Yahoo.Com,141.0,['Limba română'],"['Gimnazial', 'Profesional']",1.0,0.0,16.0
2024-2025,PH,Plopu,134407,Rural,2961102025,"Școala Gimnazială, Comuna Plopu",Plopu,134407,Rural,638819,2961102025,Scoala Gim Plopu,"Școala Gimnazială, Comuna Plopu",Unitate de Învățământ,Pj,29049711,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,138,107405.0,244460864.0,244460864.0,Scoalaplopuph@Gmail.Com,170.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,15.0,0.0
2024-2025,PH,Podenii Noi,134452,Rural,2961100118,"Școala Gimnazială, Comuna Podenii Noi",Podenii Noi,134452,Rural,638857,2961100118,Scoala Gim Podenii Noi,"Școala Gimnazială, Comuna Podenii Noi",Unitate de Învățământ,Pj,29020979,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,44,107410.0,244414068.0,244414068.0,Scoalag.Podeniinoi@Gmail.Com,541.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",8.0,44.0,0.0
2024-2025,PH,Tătaru,135707,Rural,2961101476,"Școala Gimnazială ""Profesor Eugeniu Corbu"", Sat Podgoria, Comuna Tătaru",Podgoria,135707,Rural,639722,2961101476,"Scoala Gim ""Prof.Eugeniu Corbu"" Podgoria Tatar","Școala Gimnazială ""Profesor Eugeniu Corbu"", Sat Podgoria, Comuna Tătaru",Unitate de Învățământ,Pj,2845494,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,95,107586.0,244460099.0,244460099.0,Scoala_Podgoria_Ph@Yahoo.Com,34.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",1.0,11.0,0.0
2024-2025,PH,Poiana Câmpina,131283,Rural,2961102138,"Școala Gimnazială ""Învățător Ion Mateescu"", Comuna Poiana Câmpina",Poiana Câmpina,131283,Rural,636598,2961102138,"Scoala Gimnaziala ""Ion Mateescu"" Poiana Campina","Școala Gimnazială ""Învățător Ion Mateescu"", Comuna Poiana Câmpina",Unitate de Învățământ,Pj,29011938,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Poiana Câmpina,235,107425.0,244351241.0,244351241.0,Sc.Ion.Mateescu@Gmail.Com,217.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",3.0,14.0,0.0
2024-2025,PH,Poienarii Burchii,134568,Rural,2961101996,"Școala Gimnazială, Comuna Poienarii Burchii",Poienarii Burchii,134568,Rural,638912,2961101996,Scoala Gim Poienarii Burchii,"Școala Gimnazială, Comuna Poienarii Burchii",Unitate de Învățământ,Pj,2843647,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,General Alexandru Angelescu,1,107430.0,244486179.0,244486179.0,Scoala_Poienariiburchii@Yahoo.Com,435.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,27.0,0.0
2024-2025,PH,Posești,134657,Rural,2961100172,"Școala Gimnazială, Sat Poseștii-Pământeni, Comuna Posești",Poseștii-Pământeni,134657,Rural,638974,2961100172,Scoala Gim Posestii Paminteni,"Școala Gimnazială, Sat Poseștii-Pământeni, Comuna Posești",Unitate de Învățământ,Pj,2843140,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,1A,107446.0,244422042.0,244422042.0,Scoalaposesti@Gmail.Com,406.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",6.0,25.0,0.0
2024-2025,PH,Gorgota,133553,Rural,2961102649,"Școala Gimnazială ""Alexandru Ioan Cuza"", Sat Potigrafu, Comuna Gorgota",Potigrafu,133553,Rural,638194,2961102649,Scoala Gim Potigrafu Gorgota,"Școala Gimnazială ""Alexandru Ioan Cuza"", Sat Potigrafu, Comuna Gorgota",Unitate de Învățământ,Pj,29075559,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Principală,375,107280.0,244474502.0,244474502.0,Educatie.Gorgota@Gmail.Com,406.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",6.0,29.0,0.0
2024-2025,PH,Predeal-Sărari,134764,Rural,2961101829,"Școala Gimnazială ""Mănăstireanu Mihai"", Comuna Predeal-Sărari",Predeal,134764,Rural,639057,2961101829,"Scoala Gim ""Manastireanu Mihai"" Predeal-Sarari","Școala Gimnazială ""Mănăstireanu Mihai"", Comuna Predeal-Sărari",Unitate de Învățământ,Pj,2843108,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,203,107460.0,244287165.0,244287165.0,Scpredealsarari2007@Gmail.Com,169.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,20.0,0.0
2024-2025,PH,Provița de Jos,134862,Rural,2961102961,"Școala Gimnazială, Comuna Provița de Jos",Provița de Jos,134862,Rural,639100,2961102961,Scoala Gim Provita de Jos,"Școala Gimnazială, Comuna Provița de Jos",Unitate de Învățământ,Pj,29021010,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,170,107475.0,244354167.0,244354167.0,Scoala_Provita_De_Jos@Yahoo.Com,181.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,12.0,0.0
2024-2025,PH,Provița de Sus,134906,Rural,2961102319,"Școala Gimnazială ""Mitropolit Pimen Georgescu"", Comuna Provița de Sus",Provița de Sus,134906,Rural,639124,2961102319,"Scoala Gim ""Mitr.P.Georgescu"" Provita de Sus","Școala Gimnazială ""Mitropolit Pimen Georgescu"", Comuna Provița de Sus",Unitate de Învățământ,Pj,29021001,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,369,107480.0,244354439.0,244354439.0,Scoalaprovitadesus@Yahoo.Com,126.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",3.0,10.0,0.0
2024-2025,PH,Puchenii Mari,134951,Rural,2961102468,"Școala Gimnazială, Comuna Puchenii Mari",Puchenii Mari,134951,Rural,639150,2961102468,Scoala Gim Puchenii Mari,"Școala Gimnazială, Comuna Puchenii Mari",Unitate de Învățământ,Pj,29164745,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Dn1,1,107485.0,244477306.0,244477306.0,Scoala_Pucheni@Yahoo.Com,547.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",10.0,41.0,0.0
2024-2025,PH,Salcia,135137,Rural,2961102097,"Școala Gimnazială, Comuna Salcia",Salcia,135137,Rural,639291,2961102097,Scoala Gim Salcia,"Școala Gimnazială, Comuna Salcia",Unitate de Învățământ,Pj,28978320,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,195,107505.0,244441215.0,244441215.0,Salcia3110@Yahoo.Com,74.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",1.0,12.0,0.0
2024-2025,PH,Sălciile,135155,Rural,2961102572,"Școala Gimnazială, Comuna Sălciile",Sălciile,135155,Rural,639320,2961102572,Scoala Gim Salciile,"Școala Gimnazială, Comuna Sălciile",Unitate de Învățământ,Pj,2843914,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Principală,1,107510.0,244444010.0,244444010.0,Scoalasalciile@Yahoo.Com,149.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,12.0,0.0
2024-2025,PH,Sângeru,135253,Rural,2961102441,"Școala Profesională, Comuna Sângeru",Sângeru,135253,Rural,639370,2961102441,Școala Profesională Sângeru,"Școala Profesională, Comuna Sângeru",Unitate de Învățământ,Pj,29000130,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Principală,83,107515.0,244441013.0,244441013.0,Scoalasangeru7@Gmail.Com,764.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar', 'Profesional']",6.0,31.0,0.0
2024-2025,PH,Scorțeni,135173,Rural,2961102432,"Școala Gimnazială, Comuna Scorțeni",Scorțeni,135173,Rural,639332,2961102432,Scoala Gim Scorteni,"Școala Gimnazială, Comuna Scorțeni",Unitate de Învățământ,Pj,639332,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,7,107525.0,244355241.0,244355241.0,Scoalascorteni.Ph@Gmail.Com,409.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,34.0,0.0
2024-2025,PH,Secăria,135235,Rural,2961100294,"Școala Gimnazială, Comuna Secăria",Secăria,135235,Rural,639368,2961100294,Scoala Gim Secaria,"Școala Gimnazială, Comuna Secăria",Unitate de Învățământ,Pj,29075826,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Școlii,1,107530.0,244394011.0,244394011.0,Scoalasecaria@Yahoo.Com,59.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,11.0,0.0
2024-2025,PH,Sinaia,131559,Urban,2961102658,"Colegiul ""Mihail Cantacuzino"", Orașul Sinaia",Sinaia,131559,Urban,1182283,2961102658,"Colegiul ""M.Cantacuzino"" Sinaia","Colegiul ""Mihail Cantacuzino"", Orașul Sinaia",Unitate de Învățământ,Pj,2845370,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Bucuresti,40,106100.0,244313933.0,244313933.0,Cmcsinaiaa@Gmail.Com,483.0,['Limba română'],"['Liceal', 'Profesional']",1.0,0.0,29.0
2024-2025,PH,Sinaia,131559,Urban,2961102563,"Școala Gimnazială ""George Enescu"", Orașul Sinaia",Sinaia,131559,Urban,1147790,2961102563,"Scoala Gimnaziala ""George Enescu"" Sinaia","Școala Gimnazială ""George Enescu"", Orașul Sinaia",Unitate de Învățământ,Pj,48777037,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Carol I,36,106100.0,244313933.0,244313933.0,Cmcsinaiaa@Gmail.Com,745.0,['Limba română'],"['Antepreşcolar', 'Gimnazial', 'Preșcolar', 'Primar']",4.0,0.0,25.0
2024-2025,PH,Slănic,131586,Urban,2961102604,"Liceul Teoretic ""Șerban Vodă"", Orașul Slănic",Slănic,131586,Urban,1188067,2961102604,"Liceul Teoretic ""Serban Voda"" Slanic","Liceul Teoretic ""Șerban Vodă"", Orașul Slănic",Unitate de Învățământ,Pj,2845540,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Slănicului,13,106200.0,244240709.0,244240651.0,Liceulserbanvoda@Gmail.Com,720.0,['Limba română'],"['Gimnazial', 'Liceal', 'Preșcolar', 'Primar']",4.0,0.0,25.0
2024-2025,PH,Starchiojd,135324,Rural,2961101571,"Școala Profesională, Comuna Starchiojd",Starchiojd,135324,Rural,639423,2961101571,Școala Profesională Starchiojd,"Școala Profesională, Comuna Starchiojd",Unitate de Învățământ,Pj,2843655,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Principală,1086,107535.0,244420016.0,244420016.0,Scoalaprofstarchiojd@Gmail.Com,408.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar', 'Profesional']",4.0,20.0,0.0
2024-2025,PH,Târgșoru Vechi,130909,Rural,2961102916,"Școala Gimnazială, Sat Strejnicu, Comuna Târgșorul Vechi",Strejnicu,130909,Rural,636213,2961102916,Scoala Gim Strejnicu,"Școala Gimnazială, Sat Strejnicu, Comuna Târgșorul Vechi",Unitate de Învățământ,Pj,29017124,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,216,107592.0,244482618.0,244482618.0,Scoala.Strejnicu.Ph@Gmail.Com,929.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,28.0,0.0
2024-2025,PH,Surani,135413,Rural,2961102355,"Școala Gimnazială, Comuna Surani",Surani,135413,Rural,639502,2961102355,Scoala Gim Surani,"Școala Gimnazială, Comuna Surani",Unitate de Învățământ,Pj,29012321,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,229,107545.0,244416400.0,244416400.0,Scoalasurani2020@Gmail.Com,177.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,12.0,0.0
2024-2025,PH,Șoimari,135510,Rural,2961102875,"Școala Gimnazială ""Minerva Alexandrescu"", Comuna Șoimari",Șoimari,135510,Rural,639588,2961102875,Scoala Gim Șoimari,"Școala Gimnazială ""Minerva Alexandrescu"", Comuna Șoimari",Unitate de Învățământ,Pj,29001489,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,129A,107560.0,244416021.0,244416021.0,Scoalasoimari.Ph@Gmail.Com,285.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",6.0,27.0,0.0
2024-2025,PH,Șotrile,135556,Rural,2961107428,"Școala Gimnazială, Comuna Șotrile",Șotrile,135556,Rural,639629,2961107428,Scoala Gim Sotrile,"Școala Gimnazială, Comuna Șotrile",Unitate de Învățământ,Pj,29055535,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Principală,364,107565.0,244359085.0,244359085.0,Scoalasotrile@Gmail.Com,280.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,20.0,0.0
2024-2025,PH,Ștefești,135627,Rural,2961101562,"Școala Gimnazială, Comuna Ștefești",Ștefești,135627,Rural,639681,2961101562,Scoala Gim Stefesti,"Școala Gimnazială, Comuna Ștefești",Unitate de Învățământ,Pj,2843590,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,110,107575.0,244243234.0,244243234.0,Sgstefesti@Gmail.Com,169.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,12.0,0.0
2024-2025,PH,Talea,135663,Rural,2961103017,"Școala Gimnazială, Comuna Talea",Talea,135663,Rural,639708,2961103017,Scoala Gim Talea,"Școala Gimnazială, Comuna Talea",Unitate de Învățământ,Pj,29001438,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,53,107580.0,244391507.0,244391507.0,Scoala.Talea1@Gmail.Com,45.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,11.0,0.0
2024-2025,PH,Șirna,135486,Rural,2961102165,"Școala Gimnazială, Sat Tăriceni, Comuna Șirna",Tăriceni,135486,Rural,639538,2961102165,Scoala Gim Tariceni,"Școala Gimnazială, Sat Tăriceni, Comuna Șirna",Unitate de Învățământ,Pj,639538,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,160,107554.0,244485051.0,244485051.0,Scoalatariceniph@Gmail.Com,370.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",6.0,29.0,0.0
2024-2025,PH,Teișani,135734,Rural,2961101078,"Școala Gimnazială ""Dumitru Brezeanu"", Comuna Teișani",Teișani,135734,Rural,639758,2961101078,"Scoala Gim ""Dumitru Brezeanu"" Teisani","Școala Gimnazială ""Dumitru Brezeanu"", Comuna Teișani",Unitate de Învățământ,Pj,28978540,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,160,107595.0,244288550.0,244288550.0,Secretariat_Teisani@Yahoo.Com,229.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,26.0,0.0
2024-2025,PH,Telega,135798,Rural,2961102111,"Școala Gimnazială Nr. 1, Comuna Telega",Telega,135798,Rural,639784,2961102111,Scoala Gim Nr.1 Telega,"Școala Gimnazială Nr. 1, Comuna Telega",Unitate de Învățământ,Pj,29038909,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Telega,1302,107600.0,244368488.0,244368488.0,Scoala1Telega@Gmail.Com,304.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",6.0,25.0,0.0
2024-2025,PH,Valea Doftanei,136116,Rural,2961102988,"Liceul Tehnologic ""Carol I"", Comuna Valea Doftanei",Teșila,136116,Rural,639978,2961102988,"Liceul Tehnologic ""Carol I"", Comuna Valea Doftane","Liceul Tehnologic ""Carol I"", Comuna Valea Doftanei",Unitate de Învățământ,Pj,2843787,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Calea Doftanei,377,107640.0,244365166.0,244365430.0,Carolvaleadoftanei@Gmail.Com,571.0,['Limba română'],"['Gimnazial', 'Liceal', 'Preșcolar', 'Primar', 'Profesional']",5.0,33.0,0.0
2024-2025,PH,Tinosu,135869,Rural,2961102183,"Școala Gimnazială, Comuna Tinosu",Tinosu,135869,Rural,639849,2961102183,Scoala Gim Tinosu,"Școala Gimnazială, Comuna Tinosu",Unitate de Învățământ,Pj,29049630,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Tinosu,374,107610.0,244482711.0,244482711.0,Sctinosu@Gmail.Com,158.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,18.0,0.0
2024-2025,PH,Urlați,131639,Urban,2961107197,"Grădinița cu Program Prelungit ""Clopoțica"", Orașul Urlați",Urlați,131639,Urban,641309,2961107197,Gpp Clopoțica Urlati,"Grădinița cu Program Prelungit ""Clopoțica"", Orașul Urlați",Unitate de Învățământ,Pj,29150626,Program Prelungit,Buget,Publică de Interes Național Și Local,Tudor Vladimirescu,2,106300.0,244271160.0,244271160.0,Urlatigradinita@Gmail.Com,307.0,['Limba română'],"['Antepreşcolar', 'Preșcolar']",4.0,0.0,13.0
2024-2025,PH,Urlați,131639,Urban,2961102622,"Liceul Teoretic ""Brâncoveanu Vodă"", Orașul Urlați",Urlați,131639,Urban,635403,2961102622,"Liceul Teoretic ""Brancoveanu Voda"" Urlati","Liceul Teoretic ""Brâncoveanu Vodă"", Orașul Urlați",Unitate de Învățământ,Pj,2844618,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,1 Mai,30,106300.0,244271316.0,244271639.0,Liceulteoreticurlati@Gmail.Com,1209.0,['Limba română'],"['Gimnazial', 'Liceal', 'Primar', 'Profesional']",1.0,0.0,26.0
2024-2025,PH,Urlați,131639,Urban,2961107084,"Școala Gimnazială ""Cănuță Ionescu"", Orașul Urlați",Urlați,131639,Urban,636809,2961107084,"Scoala Gimnaziala ""Canuta Ionescu"" Urlati","Școala Gimnazială ""Cănuță Ionescu"", Orașul Urlați",Unitate de Învățământ,Pj,29144683,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Viitor,1,106300.0,244271357.0,244271357.0,Urlatiscoala@Gmail.Com,513.0,['Limba română'],"['Gimnazial', 'Primar']",1.0,0.0,9.0
2024-2025,PH,Albești-Paleologu,131979,Rural,2961107342,"Școala Gimnazială ""Învățător Radu Ion"", Sat Vadu Părului, Comuna Albești-Paleologu",Vadu Părului,131979,Rural,637009,2961107342,Școala Gim Vadu Părului,"Școala Gimnazială ""Învățător Radu Ion"", Sat Vadu Părului, Comuna Albești-Paleologu",Unitate de Învățământ,Pj,29032841,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,700A,107013.0,244232622.0,244232622.0,Scoalavaduparului@Gmail.Com,390.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",7.0,39.0,0.0
2024-2025,PH,Vadu Săpat,133321,Rural,2961101874,"Școala Gimnazială, Comuna Vadu Săpat",Vadu Săpat,133321,Rural,638053,2961101874,Scoala Gim Vadu Sapat,"Școala Gimnazială, Comuna Vadu Săpat",Unitate de Învățământ,Pj,29011911,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,255,107244.0,244442228.0,244442228.0,Vladutamadalin@Yahoo.Com,115.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,12.0,0.0
